node_A_num	node_B_num	combined_score
590	313	0.204
847	26	0.408
1006	355	0.443
137	811	0.292
779	402	0.353
790	649	0.944
790	863	0.83
836	354	0.213
1001	606	0.345
116	102	0.256
295	61	0.835
341	1044	0.27
399	136	0.271
602	580	0.642
602	376	0.224
801	844	0.218
837	378	0.173
101	1170	0.189
119	893	0.441
152	155	0.225
152	890	0.234
185	708	0.175
298	818	0.836
298	794	0.621
334	902	0.284
468	734	0.157
527	1023	0.154
693	834	0.284
825	31	0.327
1011	1120	0.222
1057	978	0.167
1126	220	0.896
1126	448	0.192
1126	327	0.444
1149	62	0.169
57	402	0.248
452	521	0.435
767	269	0.34
819	100	0.175
967	9	0.24
967	75	0.256
1047	144	0.42
1080	573	0.532
107	927	0.426
338	780	0.194
653	706	0.162
1016	399	0.34
169	713	0.247
169	571	0.998
403	776	0.226
413	398	0.313
738	967	0.972
755	579	0.2
1108	614	0.185
1108	644	0.183
420	922	0.204
578	359	0.774
643	20	0.55
983	1166	0.357
335	136	0.327
382	11	0.163
382	1107	0.184
595	244	0.287
867	145	0.495
904	1126	0.411
1104	1000	0.179
363	1166	0.438
437	857	0.554
474	1153	0.218
749	382	0.188
749	287	0.204
807	735	0.167
901	860	0.17
908	207	0.226
136	315	0.508
720	468	0.291
736	1075	0.854
1138	25	0.158
354	1035	0.429
786	954	0.212
878	1126	0.965
1025	929	0.215
104	437	0.181
207	259	0.193
404	1006	0.721
408	863	0.345
520	699	0.171
707	505	0.65
102	143	0.17
105	1135	0.541
598	376	0.283
718	118	0.471
922	63	0.28
220	738	0.357
368	8	0.203
419	226	0.359
523	762	0.265
523		0.153
526	776	0.222
1044	661	0.296
24	897	0.15
192	19	0.199
486	496	0.234
818	1075	0.296
980	330	0.218
1144	963	0.218
191	810	0.19
252	730	0.161
252	993	0.217
364	676	0.219
422	377	0.207
638	884	0.204
1038	1084	0.453
1123	129	0.521
1155	1091	0.193
222	904	0.152
503	374	0.164
894	1066	0.23
1120	758	0.157
1120	767	0.193
1140	1165	0.197
1140	504	0.442
729	78	0.872
956	842	0.939
1010	643	0.252
167	605	0.461
278	544	0.193
286	603	0.718
661	521	0.266
957	389	0.228
26	730	0.477
103	140	0.483
264	610	0.158
282	389	0.309
423	230	0.214
845	216	0.226
845	174	0.999
164	422	0.241
576	422	0.204
558	338	0.969
986	241	0.152
322	57	0.416
511	791	0.227
835	439	0.272
1034	361	0.359
1095	25	0.338
4	19	0.245
255	780	0.185
255	186	0.171
398	712	0.231
398	638	0.255
8	283	0.161
23	191	0.36
166	496	0.192
312	936	0.151
411	293	0.162
717	869	0.691
765	989	0.616
773	183	0.172
1033	854	0.499
172	375	0.271
172	130	0.254
187	520	0.169
246	975	0.227
544	585	0.189
545	1128	0.39
545	1016	0.644
686	769	0.173
686	953	0.379
705	74	0.268
1058	154	0.15
302	1166	0.152
635	633	0.424
676	1123	0.187
721	490	0.394
223	39	0.308
262	521	0.634
432	380	0.228
432	433	0.215
583	14	0.339
683	989	0.15
888	1083	0.24
297	88	0.218
581	416	0.232
581	327	0.571
655	60	0.189
1052	193	0.157
129	1130	0.441
340	553	0.224
340	951	0.377
478	983	0.33
947	250	0.989
560	741	0.22
592	274	0.161
783	953	0.181
783	131	0.184
847	816	0.171
1137	882	0.402
70	601	0.997
137	837	0.182
672	63	0.292
954	7	0.302
116	709	0.202
399	2	0.87
427	519	0.408
801	803	0.184
896	905	0.27
56	553	0.477
217	630	0.232
298	1036	0.902
367	401	0.171
444	595	0.271
1057	153	0.196
0	31	0.24
158	1002	0.202
377	764	0.16
458	252	0.306
458	1075	0.308
587	899	0.152
587	129	0.983
1101	793	0.741
1101	413	0.175
1101	691	0.151
40	358	0.186
51	439	0.375
194	822	0.193
198	1081	0.192
403	85	0.233
448	561	0.527
512	791	0.171
528	516	0.264
738	634	0.488
738	159	0.271
814	815	0.791
821	417	0.222
998	997	0.458
1108	661	0.226
90	231	0.159
259	278	0.171
266	735	0.357
353	931	0.293
691	752	0.857
695	633	0.229
730	162	0.322
730	723	0.228
730	86	0.269
927	730	0.55
81	345	0.909
163	729	0.187
342	1125	0.163
342	1101	0.163
359	399	0.719
359	131	0.593
431	233	0.678
566	711	0.205
595	221	0.176
804	206	0.174
895	675	0.153
904	1001	0.481
960	1128	0.24
1104	524	0.161
727	712	0.259
727	44	0.161
727	52	0.241
791	1031	0.811
791	49	0.21
791	578	0.292
1072	819	0.158
1135	74	0.159
573	411	0.313
764	553	0.233
764	788	0.163
807	188	0.379
3	419	0.37
150	1000	0.904
270	634	0.189
270	546	0.975
381	63	0.201
401	1106	0.209
1015	97	0.15
27	252	0.363
606	917	0.833
641	550	0.169
786	947	0.866
9	230	0.983
34	960	0.154
34	878	0.332
42	29	0.211
143	632	0.341
404	699	0.283
520	911	0.213
633	927	0.203
1124	205	0.159
1124	1	0.2
183	547	0.181
785	189	0.22
788	786	0.37
1141	379	0.246
79	78	0.209
220	346	0.275
346	1129	0.54
419	1076	0.152
419	1134	0.83
496	1110	0.274
737	101	0.496
746	831	0.63
756	804	0.155
871	846	0.186
24	496	0.37
154	620	0.216
157	587	0.493
192	799	0.399
358	426	0.169
358	222	0.404
629	530	0.454
629	596	0.317
803	116	0.761
941	480	0.227
191	818	0.169
252	584	0.369
638	625	0.152
824	304	0.162
1038	180	0.184
1113	198	0.243
222	1140	0.273
222	791	0.788
553	977	0.304
899	1010	0.205
1140	624	0.236
1170	524	0.221
118	599	0.32
118	230	0.457
315	242	0.276
956	859	0.171
972	397	0.171
1133	79	0.648
167	596	0.18
869	204	0.315
1046	790	0.215
1153	1000	0.154
133	264	0.214
162	105	0.242
162	231	0.542
277	151	0.232
277	896	0.228
534	783	0.196
77	600	0.938
211	859	0.323
580	667	0.63
798	166	0.326
1030	837	0.202
7	614	0.293
290	1036	0.313
433	166	0.217
445	1060	0.205
570	1080	0.161
986	193	0.252
986	460	0.366
446	887	0.492
660	938	0.154
955	248	0.203
1095	97	0.226
1095	163	0.277
29	865	0.22
88	752	0.512
398	293	0.273
398	111	0.164
775	415	0.927
1128	675	0.22
8	144	0.303
23	364	0.212
166	49	0.713
375	290	0.246
505	365	0.164
717	584	0.252
723	727	0.238
1029	431	0.315
1029	398	0.749
30	423	0.525
187	884	0.184
187	600	0.176
545	1156	0.425
640	650	0.234
670	34	0.24
820	221	0.834
862	754	0.296
1174	610	0.176
219	330	0.199
301	715	0.214
721	88	0.205
768	1018	0.269
831	1013	0.419
975	116	0.485
981	674	0.472
1172	521	0.176
87	359	0.172
96	883	0.287
348	152	0.327
432	213	0.589
882	217	0.306
489	1053	0.201
733	191	0.269
774	782	0.998
793	458	0.202
793	65	0.335
793	956	0.665
893	989	0.183
1052	42	0.164
340	346	0.275
340	675	0.496
351	585	0.206
379	181	0.187
842	963	0.432
125	994	0.36
378	340	0.97
392	385	0.188
592	630	0.167
634	683	0.174
649	1071	0.242
1137	187	0.193
25	511	0.25
170	941	0.215
171	717	0.622
390	421	0.257
436	832	0.234
456	684	0.173
790	1158	0.296
868	345	0.573
963	45	0.546
1001	729	0.453
1055	738	0.441
32	980	0.158
116	423	0.154
116	14	0.298
300	956	0.749
399	753	0.182
591	999	0.232
837	402	0.191
1085	398	0.828
39	495	0.183
39	391	0.273
152	240	0.435
189	88	0.293
217	723	0.839
841	753	0.727
939	690	0.167
1011	539	0.194
1042	869	0.974
1145	986	0.906
57		0.187
57	714	0.356
355	588	0.17
767	284	0.45
819	76	0.512
1091	1176	0.273
951	298	0.7
1101	801	0.349
40	209	0.252
169	508	0.221
194	933	0.184
403	1056	0.247
403	125	0.296
455	137	0.167
528	289	0.163
585	477	0.806
1150	512	0.178
205	431	0.252
259	1060	0.945
851	418	0.267
927	1117	0.184
1073	746	0.229
188	293	0.685
359	848	0.708
595	878	0.163
904	158	0.171
943	42	0.208
1068	116	0.706
1104	859	0.28
642	1104	0.579
735	1158	0.209
784	404	0.155
866	753	0.189
1072	496	0.178
437	1019	0.318
437	1036	0.497
472	1128	0.753
571	402	0.201
573	1042	0.943
889	942	0.376
1159	415	0.908
1159	910	0.199
38	452	0.173
98	986	0.151
136	46	0.284
270	422	0.156
381	412	0.228
381	1036	0.298
618	955	0.494
700	1050	0.184
809	1018	0.644
898	135	0.242
991	408	0.152
27	322	0.348
354	54	0.292
519	1080	0.47
666	991	0.859
844	640	0.156
844	264	0.218
852	66	0.315
1025	228	0.975
1048	399	0.151
1070	989	0.186
104	573	0.357
314	375	0.403
314	629	0.771
408	324	0.172
421	151	0.292
633	1028	0.287
1124	814	0.219
165	922	0.162
165	1159	0.616
883	546	0.995
1166	972	0.638
196	290	0.227
220	1166	0.327
293	972	0.203
368	1	0.862
453	655	0.274
496	910	0.181
669	400	0.172
753	404	0.278
1110	1125	0.989
24	25	0.21
45	116	0.173
45	14	0.398
154	366	0.292
358	1075	0.15
417	895	0.951
562	561	0.183
803	143	0.397
941	427	0.157
953	869	0.998
1144	55	0.169
226	875	0.174
556	934	0.226
761	1057	0.27
1113	898	0.304
64	707	0.27
141	114	0.332
231	152	0.169
256	817	0.96
281	994	0.163
752	408	0.325
752	132	0.374
799	517	0.271
899	457	0.262
1050	1038	0.999
1050	158	0.329
1120	580	0.217
1140	902	0.22
1140	633	0.289
59	102	0.177
1133	448	0.173
286	383	0.246
405	879	0.28
816	587	0.37
100	426	0.167
100	246	0.233
264	123	0.205
277	1106	0.211
277	1082	0.217
698	156	0.321
1027	81	0.265
77	255	0.398
77	520	0.999
164	33	0.448
199	556	0.232
211	981	0.357
261	2	0.188
758	592	0.156
7	344	0.17
7	1001	0.203
201	120	0.238
418	290	0.168
558	797	0.164
570	1057	0.337
743	1140	0.293
986	167	0.445
1151	1000	0.279
126	1013	0.169
130	1155	0.323
918	790	0.613
1053	803	0.395
1095	431	0.349
1095	398	0.998
1165	523	0.265
1169	702	0.206
88	737	0.369
255	804	0.164
609	88	0.228
775	468	0.159
775	201	0.458
794	246	0.177
794	222	0.931
857	230	0.307
23	954	0.156
23	1016	0.252
283	614	0.995
306	340	0.696
411	40	0.163
471	631	0.198
505	600	0.272
776	828	0.185
776	1050	0.998
246	934	0.328
686	358	0.345
1058	1042	0.298
33	835	0.184
33	140	0.186
302	264	0.257
768	845	0.155
1172	630	0.165
87	152	0.764
99	1164	0.163
713	922	0.157
813	941	0.806
888	4	0.288
888	453	0.967
929	259	0.153
1028	1022	0.267
655	326	0.267
288	312	0.195
668	104	0.556
360	684	0.237
454	1058	0.553
634	24	0.417
634	338	0.443
989	825	0.181
1006	240	0.174
151	389	0.228
153	782	0.513
171	1140	0.19
178	983	0.199
524	611	0.338
665	641	0.501
672	818	0.175
1001	412	0.65
1001	835	0.396
1055	929	0.199
32	419	0.97
91	46	0.361
106	647	0.168
295	384	0.268
604	894	0.259
604	578	0.366
1085	1150	0.185
39	62	0.21
101	1130	0.189
189	661	0.231
189	1000	0.309
298	865	0.502
468	231	0.223
517	454	0.276
1145	1139	0.151
1145	112	0.162
0	132	0.171
57	265	0.215
135	283	0.183
265	836	0.566
330	1107	0.257
452	702	0.186
547	431	0.188
673	528	0.286
772	194	0.563
772	286	0.205
887	1107	0.344
1007	198	0.258
1047	23	0.384
19	985	0.366
107	77	0.255
194	45	0.277
403	942	0.179
413	163	0.269
998	1095	0.991
1031	3	0.209
1108	1001	0.362
310	589	0.318
578	166	0.441
675	330	0.172
730	208	0.458
730	1112	0.206
730	56	0.219
741	407	0.317
906	114	0.16
1021	669	0.309
163	539	0.626
325	604	0.157
804	157	0.243
943	27	0.158
943	915	0.555
960	768	0.195
363	657	0.163
579	14	0.543
642	1001	0.5
642	367	0.915
646	463	0.271
791	717	0.886
863	408	0.345
1127	1132	0.948
472	240	0.24
631	972	0.411
749	193	0.16
757	416	0.209
807	899	0.153
961	551	0.181
1014	19	0.224
3	879	0.166
168	141	0.224
381	818	0.283
381	46	0.801
700	863	0.855
736	246	0.179
809	2	0.849
994	634	0.161
292	8	0.167
292	759	0.325
354	364	0.252
521	325	0.225
521	54	0.28
521	786	0.282
584	718	0.164
617	274	0.226
878	1060	0.316
978	136	0.175
978	421	0.267
1025	987	0.183
1025	869	0.165
9	578	0.333
143	422	0.179
490	1037	0.165
516	522	0.163
1060	1126	0.236
1124	163	0.277
183	514	0.329
883	653	0.999
922	612	0.224
174	4	0.371
220	379	0.191
293	264	0.351
419	575	0.293
453	797	0.21
508	819	0.602
669	457	0.27
669	579	0.889
120	1169	0.307
209	550	0.389
257	24	0.207
305	761	0.222
629	975	0.656
728	758	0.167
728	263	0.207
803	231	0.553
993	974	0.19
1144	837	0.191
428	295	0.324
556	813	0.257
638	577	0.152
638	255	0.248
840	446	0.154
281	131	0.329
285	252	0.288
285	416	0.165
503	1125	0.407
503	1101	0.407
826	226	0.376
894	750	0.181
245	1040	0.165
620	153	0.284
729	6	0.888
876	1058	0.307
931	669	0.222
950	879	0.233
972	412	0.248
972	251	0.512
1010	320	0.189
286	1020	0.27
897	581	0.257
916	451	0.185
957	923	0.155
957	825	0.278
1061	110	0.19
282	139	0.189
366	1081	0.212
366	458	0.226
698	939	0.169
77	140	0.198
210	962	0.41
261	216	0.156
261	136	0.207
1030	545	0.943
1030	490	0.409
1062	720	0.21
7	560	0.295
457	23	0.265
457	283	0.35
493	605	0.159
605	206	0.488
986	217	0.295
130	875	0.187
284	603	0.885
317	746	0.162
317	998	0.294
439	202	0.165
446	610	0.156
918	975	0.453
955	814	0.704
1082	1044	0.322
1131	201	0.966
88	712	0.41
156	825	0.245
447	713	0.223
485	409	0.202
495	120	0.281
794	7	0.227
8	30	0.167
8	77	0.236
23	939	0.172
166	1169	0.413
283	700	0.225
644	26	0.203
717	505	0.197
717	378	0.386
74	534	0.154
74	1048	0.208
187	7	0.353
545	60	0.165
862	517	0.45
268	756	0.596
323	977	0.235
323	825	0.153
434	618	0.179
635	576	0.221
635	700	0.208
846	183	0.301
76	975	0.202
233	80	0.163
409	987	0.151
425	999	0.154
113	186	0.241
321	558	0.665
321	606	0.239
489	721	0.281
581	374	0.156
581	1113	0.383
793	822	0.21
893	435	0.174
1052	169	0.614
480	208	0.999
552	381	0.175
78	537	0.187
125	767	0.259
378	803	0.329
634	526	0.439
783	226	0.151
822	265	0.371
847	1136	0.156
14	206	0.307
14	713	0.412
70	271	0.162
70	279	0.184
171	553	0.173
456	554	0.169
621	814	0.35
779	346	0.207
868	911	0.234
902	110	0.227
954	818	0.24
954	794	0.729
116	1140	0.155
341	595	0.179
427	131	0.356
483	259	0.152
602	77	0.847
801	956	0.321
1118	359	0.316
152	883	0.389
152	24	0.238
217	902	0.382
273	646	0.2
273	995	0.213
527	346	0.275
639	786	0.264
639	1128	0.343
693	687	0.248
742	96	0.167
1042	230	0.242
304	262	0.166
304	342	0.301
458	1058	0.174
546	1017	0.161
546	619	0.172
772	396	0.293
1080	1118	0.341
1080	1134	0.341
1091	296	0.159
1125	991	0.866
1125	1131	0.991
324	14	0.191
338	1067	0.191
345	476	0.161
684	407	0.182
40	1124	0.183
67	36	0.177
67	782	0.401
169	366	0.175
194	1006	0.331
448	974	0.175
762	1108	0.323
766	927	0.326
998	1143	0.209
1031	1022	0.17
369	1104	0.156
643	698	0.28
983	1130	0.156
1021	353	0.185
1021	154	0.191
1073	1104	0.22
46	205	0.178
81	1091	0.264
86	625	0.17
163	1124	0.277
206	485	0.161
359	589	0.459
595	895	0.211
595	156	0.325
805	780	0.289
960	765	0.185
1068	671	0.241
1104	152	0.222
1104	1106	0.88
213	689	0.15
213	547	0.16
213	122	0.266
646	397	0.268
646	10	0.492
754	691	0.278
1043	855	0.178
1043	264	0.442
1072	111	0.233
1134	477	0.388
1134	79	0.223
407	359	0.174
1014	610	0.226
396	520	0.853
715	1081	0.287
27	480	0.18
292	555	0.19
385	241	0.165
641	803	0.249
844	472	0.22
875	574	0.172
878	1053	0.189
999	943	0.469
1025	861	0.818
1070	398	0.224
159	282	0.206
207	763	0.511
216	662	0.57
361	844	0.201
408	239	0.167
408	641	0.266
520	172	0.568
520	793	0.999
707	408	0.27
763	468	0.161
1124	936	0.162
105	246	0.308
165	152	0.177
383	194	0.322
785	883	0.291
785	94	0.247
785	440	0.648
785	338	0.853
368	887	0.295
496	380	0.156
24	1169	0.33
257	1107	0.208
818	600	0.265
73	986	0.168
73	1	0.878
222	783	0.348
222	1085	0.162
231	695	0.237
561	410	0.233
752	496	0.369
752	833	0.37
1005	91	0.381
1050	151	0.284
1140	723	0.256
386	618	0.321
620	624	0.276
931	415	0.157
1010	620	0.485
110	1091	0.16
110	550	0.316
167	612	0.979
661	633	0.16
816	451	0.243
897	468	0.395
897	819	0.19
916	144	0.289
100	539	0.91
103	930	0.173
133	154	0.16
277	33	0.75
77	23	0.187
94	939	0.179
211	753	0.184
575	842	0.419
575	1104	0.29
650	908	0.252
798	546	0.244
287	193	0.196
445	1084	0.163
572	346	0.2
1171	630	0.185
52	44	0.207
806	317	0.347
1082	519	0.278
1095	642	0.205
1169	1008	0.197
1	514	0.856
1	790	0.805
88	363	0.351
240	251	0.411
495	422	0.222
775	752	0.367
1128	431	0.427
8	1143	0.35
166	457	0.151
283	323	0.242
306	803	0.392
644	381	0.207
723	963	0.293
734	1036	0.228
988	1061	0.179
172	1082	0.176
477	626	0.215
670	879	0.673
33	703	0.155
33	164	0.448
301	540	0.206
504	1048	0.224
663	1009	0.173
872	333	0.302
914	896	0.176
76	514	0.385
262	633	0.175
344	977	0.15
348	908	0.193
432	121	0.35
713	152	0.181
228	939	0.403
297	1084	0.162
397	672	0.173
1156	1052	0.157
280	590	0.157
379	606	0.188
480	125	0.27
664	176	0.246
664	360	0.159
745	672	0.202
947	468	0.98
847	785	0.465
856	700	0.976
1137	78	0.17
171	293	0.189
365	522	0.181
365	546	0.213
621	483	0.305
836	1104	0.155
954	1036	0.214
954	1138	0.174
963	296	0.152
963	815	0.274
963	119	0.804
1017	554	0.163
1055	676	0.323
1084	127	0.255
91	785	0.242
393	824	0.159
399	58	0.297
443	283	0.237
533	998	0.626
602	558	0.347
625	528	0.341
689	693	0.229
837	553	0.362
896	887	0.515
68	738	0.469
131	375	0.215
189	591	0.219
217	545	0.814
693	931	0.295
792	6	0.213
939	398	0.223
1011	767	0.366
5	851	0.15
355	399	0.454
547	741	0.199
772	815	0.856
1013	717	0.543
1167	1110	0.997
1176	23	0.379
85	1154	0.183
194	707	0.656
585	209	0.274
738	753	0.178
766	598	0.381
814	960	0.532
998	1055	0.204
1107	365	0.731
250	443	0.396
310	140	0.297
643	1091	0.307
163	515	0.255
188	411	0.173
206	713	0.151
327	655	0.511
805	503	0.205
960	446	0.339
1104	85	0.423
363	649	0.998
555	675	0.172
727	578	0.184
784	153	0.412
472	956	0.939
599	477	0.298
599	934	0.216
807	1140	0.412
807	833	0.485
1132	295	0.187
3	174	0.371
136	226	0.541
270	944	0.309
396	598	0.187
401	130	0.195
720	129	0.329
809	807	0.281
991	431	0.519
994	1084	0.367
1015	899	0.224
1077	382	0.209
267	248	0.165
354	1091	0.258
666	943	0.757
844	649	0.232
844	505	0.384
944	423	0.175
999	1038	0.196
1070	1	0.8
9	752	0.361
34	911	0.239
207	393	0.215
216	121	0.19
242	756	0.848
244	675	0.411
314	541	0.636
404	784	0.155
460	1108	0.166
520	854	0.181
1124	929	0.756
140	1136	0.372
140	519	0.312
145	408	0.156
865	1091	0.309
220	417	0.223
274	394	0.907
346	549	0.621
419	131	0.927
453	299	0.974
526	100	0.232
662	1127	0.458
669	570	0.15
753	153	0.191
753	282	0.217
109	895	0.191
154	440	0.218
562	609	0.34
803	570	0.223
818	666	0.162
818	399	0.928
953	861	0.244
980	730	0.339
54	15	0.204
54	1018	0.229
320	1036	0.171
364	250	0.998
864	675	0.167
909	561	0.837
1155	191	0.276
73	684	0.996
222	425	0.163
222	798	0.828
231	217	0.686
299	408	0.286
538	1112	0.6
626	406	0.657
1050	900	0.171
1170	421	0.161
620	877	0.209
725	403	0.15
725	206	0.318
931	431	0.188
956	824	0.347
121	136	0.203
586	498	0.417
661	536	0.88
869	953	0.998
897	759	0.712
264	717	0.246
269	255	0.171
366	348	0.178
845	980	0.434
210	632	0.292
251	752	0.993
615	899	0.321
1030	727	0.199
457	818	0.183
558	1079	0.244
558	191	0.249
605	20	0.245
605	817	0.332
743	553	0.662
743	232	0.419
446	863	0.886
511	730	0.405
600	365	0.723
657	530	0.205
660	205	0.438
740	263	0.183
1053	590	0.437
1131	752	0.891
1169	842	0.403
208	277	0.178
208	844	0.311
255	631	0.185
775	610	0.655
857	899	0.268
23	302	0.251
23	630	0.373
283	748	0.357
723	1156	0.152
515	641	0.893
544	170	0.223
260	617	0.167
676	639	0.396
676	76	0.218
76	676	0.218
583	754	0.834
882	443	0.809
888	70	0.991
489	366	0.3
793	150	0.179
793	410	0.245
478	194	0.253
478	933	0.197
360	399	0.674
378	73	0.563
392	1079	0.423
454	431	0.269
748	1172	0.204
783	1031	0.385
783	25	0.998
856	157	0.32
989	125	0.467
1106	848	0.351
14	136	0.396
14	15	0.189
70	536	0.869
80	266	0.221
80	152	0.237
170	135	0.155
171	126	0.158
621	790	0.266
836	389	0.607
946	308	
1017	41	0.249
309	1034	0.25
443	1110	0.159
483	943	0.818
533	118	0.171
602	542	0.317
837	1058	0.273
101	1044	0.698
131	171	0.513
185	446	0.31
435	31	0.19
567	782	0.243
567	1055	0.201
567	1030	0.203
792	172	0.152
841	854	0.344
1011	791	0.203
1145	365	0.238
547	606	0.219
767	740	0.175
772	702	0.226
819	888	0.262
838	244	0.334
887	1057	0.218
900	77	0.238
19	716	0.181
19	1170	0.294
49	442	0.288
49	459	0.428
338	1140	0.211
684	179	0.181
684	511	0.195
1016	298	0.388
1101	216	0.182
1101	421	0.152
1101	359	0.213
43	1113	0.245
63	485	0.996
63	826	0.155
63	916	0.942
67	987	0.28
169	721	0.727
512	140	0.3
528	1157	0.203
536	1095	0.182
585	129	0.487
766	976	0.301
995	140	0.201
1051	464	0.224
1107	734	0.255
695	284	0.244
906	265	0.289
1143	610	0.191
1158	451	0.303
188	426	0.303
195	353	0.169
359	265	0.181
431	217	0.173
431	179	0.348
539	118	0.177
539	549	0.948
11	1148	0.163
476	101	0.902
555	809	0.785
777	575	0.2
791	131	0.56
1072	63	0.157
1134	986	0.291
437	201	0.197
861	639	0.348
861	582	0.234
1159	1047	0.24
1159	131	0.515
1159	816	0.498
700	32	0.306
898	191	0.228
1138	600	0.185
27	14	0.958
292	1138	0.288
385	720	0.257
514	1158	0.186
514	401	0.659
521	900	0.151
645	385	0.264
709	384	0.216
999	793	0.444
999	61	0.169
143	527	0.442
314	91	0.289
319	868	0.165
460	877	0.285
490	1151	0.337
499	1113	0.183
520	360	0.244
633	258	0.152
633	230	0.566
707	666	0.314
707	310	0.363
1124	32	0.884
6	453	0.472
102	281	0.231
105	0	0.275
241	130	0.257
549	78	0.205
883	148	0.227
915	485	0.989
174	825	0.306
453	633	0.386
496	365	0.645
669	448	0.158
753	909	0.17
753	1081	0.177
871	741	0.57
903	107	0.281
924	990	0.229
109	1061	0.181
192	209	0.169
209	877	0.331
358	709	0.998
658	852	0.153
658	46	0.177
941	456	0.275
1049	308	
54	805	0.292
226	960	0.168
428	752	0.476
923	769	0.156
923	525	0.547
962	1150	0.215
962	1023	0.17
141	880	0.208
610	857	0.978
624	588	0.305
1170	699	0.161
44	575	0.155
797	266	0.931
848	133	0.351
931	934	0.179
133	79	0.15
133	1067	0.216
451	489	0.505
534	587	0.157
601	554	0.178
698	504	0.193
845	923	0.177
976	955	0.25
1027	226	0.183
650	1020	0.205
942	230	0.171
418	250	0.426
433	191	0.565
457	730	0.229
558	807	0.239
699	188	0.584
1151	883	0.162
284	280	0.801
317	299	0.339
600	553	0.233
600	654	0.502
660	7	0.274
660	813	0.319
712	1016	0.321
806	431	0.342
884	277	0.284
1053	607	0.15
1053	795	0.251
1169	646	0.448
156	302	0.321
462	1153	0.15
485	463	0.973
794	887	0.902
857	1055	0.261
8	289	0.233
8	116	0.312
23	512	0.27
23	151	0.302
166	1120	0.504
717	220	0.438
161	298	0.397
477	729	0.165
545	187	0.273
545	86	0.158
670	523	0.172
686	570	0.236
705	969	0.21
260	707	0.27
663	279	0.58
721	1091	0.222
914	999	0.99
981	560	0.412
1172	240	0.996
155	1009	0.883
409	381	0.182
425	983	0.289
425	1073	0.282
432	23	0.555
432	283	0.296
583	204	0.91
813	746	0.338
888	240	0.159
929	125	0.214
1028	1126	0.232
489	603	0.97
1156	118	0.536
129	10	0.249
842	269	0.257
144	752	0.962
550	819	0.322
592	325	0.162
596	582	0.3
634	130	0.185
649	856	0.98
748	220	0.23
748	1136	0.307
783	97	0.18
879	51	0.188
879	1110	0.272
70	546	0.167
365	941	0.25
456	539	0.357
456	374	0.183
456	764	0.776
524	1164	0.469
836	493	0.221
868	169	0.29
902	119	0.823
1001	468	0.182
91	121	0.185
106	760	0.217
459	988	0.179
594	753	0.308
801	991	0.192
974	290	0.154
1079	440	0.177
131	1137	0.927
152	991	0.517
185	549	0.261
298	904	0.647
527	1036	0.546
639	661	0.188
792	786	0.912
1011	836	0.262
1149	130	0.322
377	103	0.216
546	165	0.198
